City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
534,Mount Isa,AU,78.57,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
538,Kashan,IR,90.99,clear sky,33.9831,51.4364,Manouchehri Traditional House
540,Ayagoz,KZ,79.2,broken clouds,47.9714,80.4392,Gostinitsa Nur
542,Pak Phanang,TH,93.22,overcast clouds,8.3511,100.202,Green Park Inn Hotel
543,Bubaque,GW,78.39,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
545,Ambulu,ID,84.02,scattered clouds,-8.345,113.6058,Hotel Ambulu Jember
546,Rio Bravo,MX,81.99,broken clouds,25.9833,-98.1,Villa Santa Cecilia
548,Limbang,MY,89.71,overcast clouds,4.75,115.0,Purnama Hotel
552,Sola,VU,81.05,clear sky,-13.8833,167.55,Leumerus Bungalows
553,San Gabriel,US,85.77,clear sky,34.0961,-118.1058,Hilton Los Angeles/San Gabriel
555,Gaya,IN,87.71,haze,24.7833,85.0,Hotel Viraat Inn Gaya
556,Salalah,OM,75.29,drizzle,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
557,Arawa,PG,84.78,broken clouds,-6.2132,155.5367,Coastline Guest House
560,Koplik,AL,80.2,scattered clouds,42.2136,19.4364,Hotel Antonis
561,Joshimath,IN,80.2,broken clouds,30.5667,79.5667,Shivalik Camps & Resort
563,Mindelo,CV,76.55,few clouds,16.8901,-24.9804,Hotel Gaudi
564,Makakilo City,US,79.12,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
567,Hushitai,CN,80.51,overcast clouds,41.9322,123.5114,Home Inn Plus Shenyang Shihutai University Town
568,Sao Felix Do Xingu,BR,74.8,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
569,Santa Rosa,PH,88.02,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
571,Maragogi,BR,74.28,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
573,Emirdag,TR,70.48,few clouds,39.0197,31.15,Emirdağ Öğretmenevi
574,Turi,IT,77.04,overcast clouds,40.9173,17.0212,Dimora Rossi
575,Bontang,ID,81.64,scattered clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
576,Kanigoro,ID,83.28,scattered clouds,-8.13,112.219,Musafer Villa ( Villa Erlin )
578,Oneonta,US,76.3,broken clouds,42.4529,-75.0638,Hampton Inn Oneonta
581,Sibu,MY,88.11,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
582,Kuryk,KZ,82.76,overcast clouds,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
585,Alta Floresta,BR,71.44,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
586,Sur,OM,91.89,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
588,Grand-Lahou,CI,74.14,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
589,Nantucket,US,79.0,clear sky,41.2835,-70.0995,Jared Coffin House
594,Krasnyy Chikoy,RU,74.86,broken clouds,50.3643,108.7512,Persona
596,Jhanjharpur,IN,93.27,clear sky,26.2667,86.2833,Krishna Sweets
597,Asyut,EG,86.9,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
601,Ler,SS,73.2,overcast clouds,8.3018,30.1418,Leer Humanitarian Hub
602,Punta De Piedra,VE,70.59,scattered clouds,7.6176,-71.4916,Casa 7 Punta de Piedra
604,Jackson,US,80.47,clear sky,42.4165,-122.8345,Agate Village Apartments
606,Arona,ES,77.9,clear sky,28.0996,-16.681,Paradise Court
610,Ormond Beach,US,82.0,scattered clouds,29.2858,-81.0559,Makai Beach Lodge
611,Freeport,US,86.05,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
613,Zalantun,CN,78.49,clear sky,48.0,122.7167,GreenTree Alliance Hulunbeier Zhalantun Railway Station Hotel
619,Jagatsinghapur,IN,82.76,very heavy rain,20.2667,86.1667,Arun Beura & Bros..
620,Kattivakkam,IN,91.49,overcast clouds,13.2167,80.3167,Euronova Freezer
624,Zhuhai,CN,82.85,light intensity shower rain,22.2769,113.5678,珠海粤财假日酒店
631,Eyl,SO,80.53,overcast clouds,7.9803,49.8164,Amiin Hotel
636,Mitsamiouli,KM,75.34,broken clouds,-11.3847,43.2844,Foyer ADM
639,Havelock,US,82.94,clear sky,34.8791,-76.9013,Sherwood Motel
641,Funtua,NG,70.21,light rain,11.5233,7.3081,Sani Jikan Mallam Hotel
643,Ojinaga,MX,86.58,clear sky,29.5667,-104.4167,Suites Las Palmas
644,Kaset Sombun,TH,84.54,overcast clouds,16.2805,101.9542,โรงแรมบุญเทวา
648,Arlit,NE,84.4,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
650,Conceicao Do Araguaia,BR,81.19,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
653,Birin,NP,75.11,broken clouds,26.8865,88.0718,Sangam Hospitality
655,Berbera,SO,92.66,broken clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
657,Khor,RU,74.7,clear sky,47.8861,134.9464,Gostinitsa Deksi
658,San Quintin,MX,73.69,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
662,Amuntai,ID,89.29,broken clouds,-2.4177,115.2494,Hotel Balqis
663,Bogande,BF,78.96,broken clouds,12.9714,-0.1436,Auberge Wendkouni
665,Lesosibirsk,RU,76.01,broken clouds,58.2358,92.4828,"""Vitalina"" hotel"
667,Babu,CN,92.53,scattered clouds,24.4167,111.5167,IU Hotel Hezhou Bus Terminal
669,Magadan,RU,79.54,overcast clouds,59.5667,150.8,Magadan hotel
670,Kavaratti,IN,80.91,overcast clouds,10.5669,72.642,Green leaf
671,Kyzyl-Suu,KG,71.15,clear sky,42.3414,78.0056,Gostinitsa Nur-Ordo
674,Fare,PF,76.23,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
675,Bajil,YE,88.21,broken clouds,15.0584,43.2851,فندق حضرموت
679,Carutapera,BR,76.01,scattered clouds,-1.195,-46.02,Lidera
682,Diamantino,BR,71.15,broken clouds,-14.4086,-56.4461,Hotel Delta
686,Dzidzantun,MX,77.32,few clouds,21.25,-89.05,Hacienda San Francisco Tzacalha
687,Tawau,MY,82.53,light rain,4.2498,117.8871,Shervinton Executive Boutique Hotel
688,Alexandria,EG,78.76,clear sky,31.2156,29.9553,Royal Crown Hotel
692,Dossor,KZ,87.78,clear sky,47.5272,52.9811,"Gostinitsa Orpk ""Nauryz"""
696,Holly Hill,US,82.0,scattered clouds,29.2436,-81.0376,Hilton Daytona Beach Oceanfront Resort
697,Vila Velha,BR,73.35,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
698,Dafeng,CN,91.78,few clouds,23.4517,108.5881,Shenglong Hotel
699,Kilindoni,TZ,75.43,broken clouds,-7.9139,39.6668,Bustani B&B
703,Truth Or Consequences,US,80.83,broken clouds,33.1284,-107.2528,Charles Hot Springs
704,San Policarpo,PH,84.92,broken clouds,12.1791,125.5072,Agapita M. Nicart
706,Gwadar,PK,82.15,overcast clouds,25.1216,62.3254,Sadaf Resort
709,Bennington,US,76.59,broken clouds,42.8781,-73.1968,Best Western Bennington
712,Turukhansk,RU,78.17,clear sky,65.8167,87.9833,"ООО ""Туруханская пушнина"""
713,Fort Wellington,GY,78.08,broken clouds,6.4,-57.6,TE'AMO Entertainment Park
714,Tautira,PF,74.66,broken clouds,-17.7333,-149.15,Pension Oaoa
715,Tehri,IN,89.96,broken clouds,30.3833,78.4833,The Reindeer Resort Kanatal
716,Winnemucca,US,75.25,clear sky,40.973,-117.7357,Winners Inn Casino
724,Aleksandrov Gay,RU,84.87,overcast clouds,50.147,48.5704,Gostinitsa
733,Ariquemes,BR,74.17,few clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
734,Huangnihe,CN,75.52,scattered clouds,43.5583,128.0239,Jinxin Bathing Fashion Hotel
736,Racale,IT,75.83,broken clouds,39.9631,18.0938,Albergo Vittoria Taviano
738,Blackfoot,US,74.88,clear sky,43.1905,-112.345,Super 8 by Wyndham Blackfoot/Idaho Falls
742,Kolokani,ML,73.56,overcast clouds,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
743,Marsa Matruh,EG,77.43,clear sky,31.3525,27.2453,Beau Site
744,Mapiripan,CO,72.75,scattered clouds,2.8892,-72.1256,Monserrate
745,Pitiquito,MX,91.17,few clouds,30.7,-112.0833,La Víspera
746,Sonoita,MX,90.05,broken clouds,31.85,-112.8333,Hotel internacional
749,Doba,TD,70.43,broken clouds,8.65,16.85,Restaurant Auberge La Pétrolière
750,Pachperwa,IN,94.06,scattered clouds,27.5167,82.65,Manglam mairrage haal
752,Pokrovo-Prigorodnoye,RU,76.57,scattered clouds,52.6841,41.4175,Uyut
753,Mayo,US,83.98,clear sky,38.8876,-76.5119,Resorts Resource Group International
754,Morro Bay,US,73.18,clear sky,35.3658,-120.8499,Inn at Morro Bay
756,Kaseda,JP,86.23,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
758,Houma,US,78.01,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
759,Kununurra,AU,93.18,few clouds,-15.7667,128.7333,Hotel Kununurra
760,Kemerovo,RU,78.49,clear sky,55.3333,86.0833,Olymp-Plaza
761,Zhanakorgan,KZ,88.0,clear sky,43.9098,67.2495,"""Ақпалас"" қонақ үйі"
763,Gat,IL,81.39,clear sky,31.61,34.7642,OlusHome
764,Praya,CV,77.54,few clouds,14.9215,-23.5087,LT Aparthotel
766,Shenjiamen,CN,84.6,broken clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
770,Puri,IN,82.92,heavy intensity rain,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
772,Nova Vicosa,BR,70.84,clear sky,-17.8919,-39.3719,Pousada Porto do Sol
774,Altay,CN,83.98,scattered clouds,47.8667,88.1167,Jinqiao Hotel
775,Noumea,NC,73.38,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
777,Grand Baie,MU,73.87,clear sky,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
778,Gushikawa,JP,90.63,scattered clouds,26.3544,127.8686,Kirari Guest House
779,Nhulunbuy,AU,83.01,few clouds,-12.2333,136.7667,East Arnhem Real Estate
781,Tuban,ID,89.22,clear sky,-6.8976,112.0649,Hotel Mustika
782,At-Bashi,KG,74.75,few clouds,41.1702,75.8106,Hostel At-Bashy
783,Suwa,JP,90.19,overcast clouds,36.038,138.1131,RAKO 華乃井ホテル
786,Shumerlya,RU,77.07,broken clouds,55.5005,46.4129,Otel' Oriyental'
790,Altus,US,89.11,scattered clouds,34.6381,-99.334,"Holiday Inn Express & Suites Altus, an IHG Hotel"
792,Mackay,AU,74.68,clear sky,-21.15,149.2,International Lodge Motel
793,Guarapari,BR,71.89,broken clouds,-20.6667,-40.4975,Hotel Porto do Sol
795,Jiexiu,CN,71.11,overcast clouds,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
798,Soto La Marina,MX,76.01,clear sky,23.7667,-98.2167,Hotel Chicago
799,Manta,EC,71.38,overcast clouds,-0.95,-80.7333,Balandra Hotel
804,Visavadar,IN,85.39,overcast clouds,21.3833,70.6833,Brahmanad Dham Guest House
808,Aneho,TG,75.4,overcast clouds,6.2333,1.6,Hotel La Linette
809,Macau,MO,82.85,light intensity shower rain,22.2006,113.5461,Grand Emperor Hotel
812,Esfahan,IR,89.24,clear sky,32.6572,51.6776,Abbasi Hotel
813,Alyangula,AU,79.05,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
814,Mahibadhoo,MV,81.97,overcast clouds,3.7833,72.9667,Omadhoo Inn
815,Nisia Floresta,BR,75.58,few clouds,-6.0911,-35.2086,Rancho Crepusculo
816,Coari,BR,75.9,scattered clouds,-4.085,-63.1414,Dellrey Hotel Center
819,Ichhawar,IN,84.29,broken clouds,23.0167,77.0167,Ram mandira
820,Morant Bay,JM,82.02,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
821,Hlobyne,UA,74.44,scattered clouds,49.3878,33.2596,Versalʹskyy Dvoryk
823,Barra Do Corda,BR,70.81,clear sky,-5.5,-45.25,Belchior Palace Hotel
828,Japura,ID,93.27,broken clouds,-0.3167,102.35,Rumah mbah Jamah
829,Batticaloa,LK,90.93,overcast clouds,7.7102,81.6924,Grand Star Guest House
830,Yala,TH,93.22,broken clouds,6.3333,101.25,งานแต่ง Murnee - Wahid
832,Manokwari,ID,77.43,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
833,Morgan City,US,77.0,broken clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
834,Mwene-Ditu,CD,71.69,few clouds,-7.0,23.45,African'zuri
835,Searcy,US,73.4,clear sky,35.2506,-91.7363,"Holiday Inn Express & Suites Searcy, an IHG Hotel"
838,Nurota,UZ,88.9,few clouds,40.5614,65.6886,Guest House Ruslan Nurata & Tours
840,Glenwood Springs,US,72.41,clear sky,39.5505,-107.3248,Glenwood Springs Cedar Lodge
843,Eydhafushi,MV,81.12,overcast clouds,5.1033,73.0708,Soneva Fushi
844,Torbat-E Jam,IR,88.72,clear sky,35.244,60.6225,White building
846,Ammokhorion,GR,76.6,few clouds,40.7833,21.4833,ARKTOS 3D Archery Competition
847,Portobelo,PA,79.11,overcast clouds,9.55,-79.65,Scuba Portobelo
848,Iracoubo,GF,76.73,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
849,Sabana Grande De Boya,DO,71.17,broken clouds,18.945,-69.7933,Balcones De Boya
850,Itupiranga,BR,80.92,clear sky,-5.1347,-49.3267,Hotel Panorama
853,Ures,MX,75.76,overcast clouds,29.4333,-110.4,HOTEL SAHUARO HOUSE
856,San Andres,CO,82.42,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
859,Luwuk,ID,81.32,broken clouds,-0.9516,122.7875,Hotel Santika Luwuk
861,Meulaboh,ID,84.94,overcast clouds,4.1363,96.1285,Kost Pria
862,Atambua,ID,83.73,broken clouds,-9.1061,124.8925,Kost Alfa Flat
863,Turayf,SA,79.05,clear sky,31.6725,38.6637,Turaif
865,Tezu,IN,92.55,overcast clouds,27.9167,96.1667,Circuit House
866,Booue,GA,70.61,scattered clouds,-0.0921,11.9385,Splendeur de l'équateur
869,Qujing,CN,79.29,scattered clouds,25.4833,103.7833,Yulong Hotel
870,Ahuimanu,US,80.31,overcast clouds,21.4447,-157.8378,Paradise Bay Resort
872,Champerico,GT,79.59,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
874,Nagato,JP,87.26,overcast clouds,34.3833,131.2,いそう庵
875,Girne,CY,81.95,clear sky,35.3417,33.3167,Lavanta Residence
878,Port-Gentil,GA,73.36,overcast clouds,-0.7193,8.7815,Fengshui Residence
879,Pundaguitan,PH,81.84,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
880,Meadow Lake,US,75.2,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
881,Ambon,ID,78.24,moderate rain,-3.6954,128.1814,Swiss-Belhotel Ambon
882,Srivardhan,IN,78.89,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
885,La Cruz,MX,80.62,overcast clouds,23.9167,-106.9,Jesús angel
886,Cedar City,US,76.17,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
887,Syracuse,IT,76.32,clear sky,37.0881,15.2792,Hotel Posta
888,Alice Town,BS,83.7,clear sky,25.7167,-79.3,Bimini Big Game Club Resort & Marina
892,Kapit,MY,93.29,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
893,Khani,GE,71.17,clear sky,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
894,Hohhot,CN,82.69,scattered clouds,40.8106,111.6522,Sheraton Hohhot Hotel
896,Nago,JP,88.23,broken clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
897,Sitio Novo Do Tocantins,BR,71.53,clear sky,-5.5183,-47.4611,Imperial Hotel
899,Tulun,RU,72.68,overcast clouds,54.5611,100.5792,Квартира
900,Tonantins,BR,71.58,overcast clouds,-2.8731,-67.8022,Hotel Hortensias
902,Campobasso,IT,71.94,scattered clouds,41.6333,14.5833,Tre Archi
903,Bow Island,CA,72.66,clear sky,49.8668,-111.3684,Silver Sage Motel
904,Yarmouth,US,79.27,broken clouds,41.7057,-70.2286,Blue Rock Resort
908,Fairmont,US,78.17,few clouds,39.4851,-80.1426,Clarion Inn
910,Takoradi,GH,72.14,overcast clouds,4.8845,-1.7554,Raybow International Hotel
912,Tomatlan,MX,76.03,overcast clouds,19.9333,-105.25,El Salvial
914,Marawi,PH,79.61,light rain,7.9986,124.2928,Derogongan Residence
917,Yei,SS,72.21,broken clouds,4.095,30.6779,Twins Hotel Yei
919,Taungdwingyi,MM,75.47,overcast clouds,20.0167,95.55,NayNaing MobileService
922,Milkovo,RU,74.77,overcast clouds,54.7167,158.6167,"Hotel ""Geologist"""
923,Montpellier,FR,73.92,clear sky,43.6109,3.8772,Hôtel des Arts Comédie
927,Izumo,JP,93.15,broken clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
928,Akyab,MM,79.5,moderate rain,20.15,92.9,ဟိုတယ် မန်မိုရီ
932,Auki,SB,82.85,broken clouds,-8.7676,160.7034,Auki Motel
934,Chadan,RU,80.67,few clouds,51.2833,91.5833,Zharki
939,Saint-Pierre,RE,74.91,clear sky,-21.3393,55.4781,Alize Plage
940,Gombe,NG,71.82,broken clouds,10.2897,11.1673,Custodian Hotel Gombe
941,Boca Do Acre,BR,71.76,scattered clouds,-8.7522,-67.3978,Hotel Sao Pedro
943,Luganville,VU,78.71,scattered clouds,-15.5333,167.1667,The Espiritu Hotel
944,Montoro,ES,74.98,clear sky,38.0241,-4.3834,Olivetum Colina
945,Birjand,IR,86.47,clear sky,32.8663,59.2211,Birjand Tourist Hotel
946,Umm Lajj,SA,88.99,broken clouds,25.0213,37.2685,Moon light Furnished Units
949,Cabedelo,BR,72.27,few clouds,-6.9811,-34.8339,Pousada Camboinha
951,Primorsk,UA,85.48,clear sky,46.7348,36.3443,Relax
952,Manacapuru,BR,74.84,overcast clouds,-3.2997,-60.6206,Novo Hotel
953,Trat,TH,82.6,overcast clouds,12.5,102.5,สวนหนิง-อัศ
954,Erenhot,CN,82.47,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
956,Lethem,GY,77.86,broken clouds,3.3803,-59.7968,Savannah Inn
957,Impfondo,CG,75.45,broken clouds,1.6381,18.0667,Auberge La Place de Jules
959,Wajima,JP,86.68,broken clouds,37.4,136.9,Wajiima Onsen Yashio
960,Peddapalli,IN,73.35,overcast clouds,18.6167,79.3667,THE PEDDAPALLI ROCKS/VLOGS/EXTRAS & AF PRODUCTIONS
961,Baturaja,ID,90.64,clear sky,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
963,Santarem,BR,75.33,clear sky,-2.4431,-54.7083,Hotel Imperador
964,Okitipupa,NG,72.36,overcast clouds,6.5047,4.7839,Coastal Hotel & Suites
966,Zhangye,CN,82.58,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
967,Kamaishi,JP,83.05,moderate rain,39.2667,141.8833,Hotel Route Inn Kamaishi
973,Mogadishu,SO,78.67,broken clouds,2.0371,45.3438,Hotel Juba
975,Kapoeta,SS,76.84,light rain,4.7717,33.5903,Eastgate Hotel
976,Bobrov,RU,79.2,few clouds,51.0961,40.0333,Hotel Bobrov
979,Jacareacanga,BR,74.98,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
984,Zhanaozen,KZ,84.07,overcast clouds,43.3,52.8,K.korabay 28A
986,Huilong,CN,91.53,broken clouds,31.8111,121.655,Hilton Garden Inn Qidong
988,Sulangan,PH,83.34,broken clouds,11.1373,123.7228,Maia's Beach Resort
989,Shache,CN,90.14,broken clouds,38.4167,77.2406,Delong Hotel
990,Jiehu,CN,88.02,moderate rain,35.5428,118.455,Jixiang Hotel
991,Ocala,US,77.0,clear sky,29.1872,-82.1401,Shangri La Motel
992,Barreirinhas,BR,76.91,scattered clouds,-2.7469,-42.8264,Gran Lençóis Flat Residence
994,Alugan,PH,85.26,moderate rain,12.2188,125.4808,JM Lodge
995,Chabahar,IR,84.54,overcast clouds,25.2919,60.643,هتل گدروشیا
996,Bayir,TR,72.12,clear sky,37.2687,28.2167,Hotel Babadag
998,Mahon,ES,75.76,clear sky,39.8885,4.2658,ARTIEM Capri
999,Sheridan,US,75.31,clear sky,44.8333,-106.9173,Comfort Inn & Suites
1000,Tshikapa,CD,74.46,clear sky,-6.4167,20.8,Tatem beach
1003,Ambanja,MG,76.93,scattered clouds,-13.6833,48.45,Hotel Salama and Fast Food
1004,Farias Brito,BR,72.28,clear sky,-6.9306,-39.5656,Pousada Boa Vista
1005,Jinxiang,CN,87.76,few clouds,27.4327,120.6062,Wolong Village
1009,Yabrud,SY,76.12,clear sky,33.9674,36.6574,صالة افراح الاندلس
1011,Matara,LK,84.16,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
1012,Shetpe,KZ,84.07,broken clouds,44.1667,52.1167,Rtsm Shetpe Analog
1013,Mattawa,US,82.02,scattered clouds,46.7379,-119.9028,Sun & Sand Mobile Home Park
1014,Gazli,UZ,92.37,scattered clouds,40.1333,63.45,UTG Uy-joy kommunal xoʻjaligi
1021,Jacqueville,CI,75.16,overcast clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
1023,Acarau,BR,74.95,clear sky,-2.8856,-40.12,castelo pizzaria
1027,Wamba,NG,71.4,overcast clouds,8.9333,8.6,Roma Zee Guest House Annex
1028,Petukhovo,RU,73.45,broken clouds,55.0692,67.9019,Гостиница
1029,Troitsko-Pechorsk,RU,70.77,few clouds,62.7084,56.1964,Pechora Gostinitsa
1030,Bud,US,75.81,moderate rain,39.447,-86.1758,Ted McQuinn Trust
1031,Mormugao,IN,78.06,mist,15.4,73.8,Coconut Creek Resort
1033,Tiarei,PF,75.22,scattered clouds,-17.5333,-149.3333,Le Rocher de Tahiti
1035,Tarauaca,BR,72.5,broken clouds,-8.1614,-70.7656,Flat Temporada
1037,Anori,BR,72.19,broken clouds,-3.7728,-61.6442,Novo Hotel 5 Irmãos
1040,Nouadhibou,MR,75.18,scattered clouds,20.931,-17.0347,El Medina
1043,Oistins,BB,80.69,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
1044,Balaguer,ES,76.68,clear sky,41.7912,0.8109,Hotel Balaguer
